"area";"sample";"parameter";"rmse";"mad";"bias";"estimation.mean";"real.par";"correlation"
"CH";"uniform";"a";1,42784957175413;1,41773873175053;-1,41773873175053;2,53189175529426;3,94963048704479;0,876785378020384
"CH";"uniform";"a";1,01749688412524;1,01122368807296;-1,01122368807296;1,69668299877594;2,7079066868489;0,876785378020384
"CH";"uniform";"a";0,343147666960524;0,325472736045509;-0,325472736045509;2,34307859509152;2,66855133113703;0,876785378020384
"CH";"uniform";"a";0,341384085558139;0,336556509008055;0,336556509008054;1,47707827910867;1,14052177010061;0,876785378020384
"CH";"uniform";"a";0,609442624584843;0,606893323112148;-0,606893323112148;0,852887640292714;1,45978096340486;0,876785378020384
"CH";"uniform";"a";0,133675585835318;0,116877795689115;0,11387010014712;1,93964696774573;1,82577686759861;0,876785378020384
"CH";"uniform";"a";0,189168752402994;0,174489975684546;-0,174175065062617;1,89131331531313;2,06548838037575;0,876785378020384
"CH";"uniform";"a";0,0878906349388323;0,0766668433758579;-0,0645486352945466;1,64921683527798;1,71376547057252;0,876785378020384
"CH";"uniform";"a";0,321772870591612;0,311926928694799;0,311926928694799;1,84547692424284;1,53354999554804;0,876785378020384
"CH";"uniform";"a";0,633043409622594;0,628624246562377;-0,628624246562377;1,28374330752898;1,91236755409135;0,876785378020384
"CH";"uniform";"a";0,727481169690931;0,707382300719603;-0,707382300719603;4,51568777318299;5,22307007390259;0,876785378020384
"CH";"uniform";"a";0,485095083193822;0,476754919170453;-0,476754919170453;1,86747978833556;2,34423470750601;0,876785378020384
"CH";"uniform";"a";0,170384358309471;0,146451326223901;-0,145039133134661;2,38334658496702;2,52838571810168;0,876785378020384
"CH";"uniform";"a";0,277475573431246;0,2729188001807;-0,2729188001807;1,20148241075332;1,47440121093402;0,876785378020384
"CH";"uniform";"a";0,408145327304448;0,401607514756382;-0,401607514756382;1,47727237127336;1,87887988602974;0,876785378020384
"CH";"uniform";"a";0,180975836237833;0,148053856010606;-0,0808699445036147;3,46299079808387;3,54386074258748;0,876785378020384
"CH";"uniform";"a";0,401215989757254;0,395117918825872;0,395117918825872;1,89263372329564;1,49751580446977;0,876785378020384
"CH";"uniform";"a";0,0744146706217549;0,0614744165790628;-0,0568695892241171;1,40092579854189;1,457795387766;0,876785378020384
"CH";"uniform";"a";0,271028614826884;0,261834423579716;-0,261834423579716;1,62130153937995;1,88313596295967;0,876785378020384
"CH";"uniform";"a";0,293928588083833;0,279711922076656;-0,279711922076656;2,1597235689749;2,43943549105155;0,876785378020384
"CH";"uniform";"a";0,372884283172805;0,364020881663224;-0,364020881663224;1,69132592627908;2,0553468079423;0,876785378020384
"CH";"uniform";"a";0,223884895209647;0,210700206322479;-0,21012521372522;1,75287006719367;1,96299528091889;0,876785378020384
"CH";"uniform";"a";0,294148638687739;0,281834584925013;-0,281834584925013;1,65729817262106;1,93913275754608;0,876785378020384
"CH";"uniform";"a";0,525968912590147;0,512251812132403;-0,512251812132403;2,65125099260449;3,16350280473689;0,876785378020384
"CH";"uniform";"a";0,531576294365833;0,516003601060592;-0,516003601060592;2,79404893210654;3,31005253316713;0,876785378020384
"CH";"uniform";"a";0,253825562226646;0,25010512789496;0,25010512789496;1,16440483406538;0,914299706170421;0,876785378020384
"CH";"uniform";"a";0,252179479104136;0,229691701558829;0,22969170155883;2,709310613499;2,47961891194017;0,876785378020384
"CH";"uniform";"a";0,221012435742564;0,216983240712741;0,216983240712741;1,13154116075548;0,914557920042739;0,876785378020384
"CH";"uniform";"b";0,203136674820277;0,202122388913061;-0,202122388913061;1,31869870808694;1,520821097;0,976074222041524
"CH";"uniform";"b";0,441115749560745;0,438238589283336;-0,438238589283336;1,63036330171666;2,068601891;0,976074222041524
"CH";"uniform";"b";0,212365551938707;0,2095343323506;-0,2095343323506;1,8607185156494;2,070252848;0,976074222041524
"CH";"uniform";"b";0,229631043002775;0,228439805694159;-0,228439805694159;1,28928153530584;1,517721341;0,976074222041524
"CH";"uniform";"b";0,166943622294685;0,162939920141131;0,162939920141131;-0,0991939258588692;-0,262133846;0,976074222041524
"CH";"uniform";"b";0,182896797097519;0,178948463894153;-0,178948463894153;0,455129028105847;0,634077492;0,976074222041524
"CH";"uniform";"b";0,141367290549299;0,139498562555699;-0,139498562555699;0,705452185444301;0,844950748;0,976074222041524
"CH";"uniform";"b";0,166807212318612;0,164989564216356;-0,164989564216356;0,712149229783644;0,877138794;0,976074222041524
"CH";"uniform";"b";0,0916044697351972;0,0899946560873814;0,0899946560873814;0,205143793087381;0,115149137;0,976074222041524
"CH";"uniform";"b";0,445970563839127;0,390796132643821;0,387655171448147;4,35336388944815;3,965708718;0,976074222041524
"CH";"uniform";"b";0,393563790594257;0,391926038761564;-0,391926038761564;0,747714918238436;1,139640957;0,976074222041524
"CH";"uniform";"b";0,185331239701271;0,181406543141026;-0,181406543141026;2,16907098585897;2,350477529;0,976074222041524
"CH";"uniform";"b";0,280965727726718;0,279069166110695;-0,279069166110695;0,898959348889305;1,178028515;0,976074222041524
"CH";"uniform";"b";0,367099935501272;0,365570458051234;-0,365570458051234;0,829899799948766;1,195470258;0,976074222041524
"CH";"uniform";"b";0,51641467456276;0,514231378958112;-0,514231378958112;0,705363067041888;1,219594446;0,976074222041524
"CH";"uniform";"b";0,413472698247983;0,412080006808494;-0,412080006808494;1,40849648019151;1,820576487;0,976074222041524
"CH";"uniform";"b";0,372961904116414;0,370631584008693;-0,370631584008693;1,52440643299131;1,895038017;0,976074222041524
"CH";"uniform";"b";0,261600156239341;0,259727742323326;-0,259727742323326;1,64200395067667;1,901731693;0,976074222041524
"CH";"uniform";"b";0,362911744292697;0,359926259974951;-0,359926259974951;1,60659707202505;1,966523332;0,976074222041524
"CH";"uniform";"b";0,257430228005463;0,25616270132976;-0,25616270132976;1,08546779067024;1,341630492;0,976074222041524
"CH";"uniform";"b";0,112598739358221;0,107127974580661;0,107127974580661;0,0790257065806611;-0,0281022680000001;0,976074222041524
"CH";"uniform";"b";0,298312728751864;0,263069237419357;0,260556234726224;3,90156551172623;3,641009277;0,976074222041524
"CH";"uniform";"b";0,180963373267508;0,179475164335861;-0,179475164335861;0,913456063664139;1,092931228;0,976074222041524
"CH";"uniform";"b";0,200987886323869;0,199253281793828;-0,199253281793828;1,60079293720617;1,800046219;0,976074222041524
"CH";"uniform";"b";0,208273472485919;0,205870598490382;-0,205870598490381;1,49574713650962;1,701617735;0,976074222041524
"CH";"uniform";"b";0,0617361012478998;0,055574200592185;-0,0550825394119279;0,212942969588072;0,268025509;0,976074222041524
"CH";"uniform";"b";0,173155451775831;0,165181719528553;-0,165181719528553;2,41650840647145;2,581690126;0,976074222041524
"CH";"uniform";"b";0,179378420930142;0,178640231532059;-0,178640231532059;0,991672586467941;1,170312818;0,976074222041524
"CH";"uniform";"b";0,386297330225871;0,384797419862474;-0,384797419862474;0,990155449137526;1,374952869;0,976074222041524
"CH";"uniform";"b";0,235873279319767;0,234739831145194;-0,234739831145194;0,997219945854806;1,231959777;0,976074222041524
"CH";"uniform";"b";0,355116922056561;0,353049065061885;-0,353049065061886;1,76696834393811;2,120017409;0,976074222041524
"CH";"uniform";"b";0,366100526827716;0,3639210969258;-0,3639210969258;1,4276906410742;1,791611738;0,976074222041524
"CH";"uniform";"b";0,190819214772223;0,189716162171402;-0,189716162171402;0,711546819828597;0,901262982;0,976074222041524
"CH";"uniform";"b";0,0546225566563753;0,0476701514400774;0,0469207496886213;0,212643079688621;0,16572233;0,976074222041524
"CH";"uniform";"b";0,309560429856556;0,307841820720251;-0,307841820720251;1,18669873627975;1,494540557;0,976074222041524
"CH";"uniform";"b";0,2127895676971;0,210521103408137;-0,210521103408137;1,87465774359186;2,085178847;0,976074222041524
"CH";"uniform";"b";0,32595034183278;0,324520501067275;-0,324520501067275;0,806584895932725;1,131105397;0,976074222041524
"CH";"uniform";"b";0,331282992725406;0,329795752187136;-0,329795752187136;1,36125361181286;1,691049364;0,976074222041524
"CH";"uniform";"b";0,226967155667879;0,224928013085124;-0,224928013085124;1,54601868491488;1,770946698;0,976074222041524
"CH";"uniform";"b";0,393968268516964;0,392527450077679;-0,392527450077679;0,991769610922321;1,384297061;0,976074222041524
"CH";"uniform";"b";0,247069971506768;0,246147234358134;-0,246147234358134;1,15476047564187;1,40090771;0,976074222041524
"CH";"uniform";"b";0,232978055501671;0,231732472945377;-0,231732472945376;1,19690457605462;1,428637049;0,976074222041524
"CH";"uniform";"b";0,0459223569834723;0,036104451188488;0,0265467783871196;0,163585134387119;0,137038355999999;0,976074222041524
"CH";"uniform";"b";0,139914416000641;0,137777439362933;-0,137777439362933;0,503925901637067;0,641703341;0,976074222041524
"CH";"uniform";"b";0,13936364205075;0,136031349190161;-0,136031349190161;0,682751168809838;0,818782517999999;0,976074222041524
"CH";"uniform";"c";0,0254871392881831;0,0249508507136499;-0,0249508507136499;0,11181914928635;0,13677;0,908497658351654
"CH";"uniform";"c";0,111466202773459;0,110717049929324;-0,110717049929324;0,198612950070676;0,30933;0,908497658351654
"CH";"uniform";"c";0,0292146799309636;0,028746252129735;-0,028746252129735;0,105383747870265;0,13413;0,908497658351654
"CH";"uniform";"c";0,039447229949324;0,0389349081733417;-0,0389349081733417;0,118725091826658;0,15766;0,908497658351654
"CH";"uniform";"c";0,0453772273200922;0,0447096091132963;-0,0447096091132963;0,156960390886704;0,20167;0,908497658351654
"CH";"uniform";"c";0,076188402800539;0,0759699778729492;-0,0759699778729492;0,143490022127051;0,21946;0,908497658351654
"CH";"uniform";"c";0,0373434699425767;0,0369813931805433;-0,0369813931805433;0,110778606819457;0,14776;0,908497658351654
"CH";"uniform";"c";0,0508076631996196;0,0504014097711986;-0,0504014097711986;0,118468590228801;0,16887;0,908497658351654
"CH";"uniform";"c";0,0201474615744817;0,0193716523473914;-0,0193716523473914;0,111958347652609;0,13133;0,908497658351654
